name_id,date,time,correct,displaced,first_condition,degree,degree_type,energy,conditionbody
1,2018-11-06,08:45:00,0.8333333333333334%,0.16666666666666666%,Ceres,5,Applying,Positive,Moon
1,2018-11-15,08:25:00,0.625%,0.375%,Mars,10,Applying,Positive,Moon
1,2019-04-01,09:43:00,1%,0%,Venus,10,Applying,Positive,Moon
4,2018-10-10,09:44:00,1%,0%,Venus,10,Applying,Positive,Moon
4,2019-02-02,09:25:00,1%,0%,Pluto,8,Applying,Positive,Moon
4,2019-02-26,09:39:00,1%,0%,Ceres,5,Applying,Positive,Moon
4,2019-04-02,09:44:00,0.5%,0.5%,Mercury,10,Applying,Positive,Moon
4,2018-11-07,11:59:00,0.25%,0.75%,Sun,5,Applying,Positive,Moon
2,2018-10-20,08:22:00,0.4166666666666667%,0.5833333333333334%,Neptune,10,Applying,Positive,Moon
2,2018-10-24,08:45:00,0.1875%,0.8125%,Uranus,7,Applying,Positive,Moon
2,2018-11-15,10:30:00,0.5833333333333334%,0.4166666666666667%,Mars,10,Applying,Positive,Moon
2,2019-02-02,12:15:00,0.625%,0.375%,Pluto,6,Applying,Positive,Moon
2,2019-03-06,12:02:00,0.5%,0.5%,Sun,4,Applying,Positive,Moon
2,2019-03-06,12:02:00,0.5%,0.5%,Neptune,5,Applying,Positive,Moon
2,2019-04-02,11:47:00,0.9375%,0.0625%,Mercury,9,Applying,Positive,Moon
2,2019-04-01,10:51:00,0.25%,0.75%,Venus,10,Applying,Positive,Moon
2,2019-04-06,12:07:00,0.16666666666666666%,0.8333333333333334%,Uranus,5,Applying,Positive,Moon
2,2019-04-06,12:07:00,0.16666666666666666%,0.8333333333333334%,Sun,10,Seperating,Positive,Moon
3,2018-10-24,09:36:00,0.1%,0.9%,Uranus,6,Applying,Positive,Moon
3,2018-11-15,13:40:00,0.6428571428571429%,0.35714285714285715%,Mars,10,Applying,Positive,Moon
3,2018-11-20,12:00:00,0.8214285714285714%,0.17857142857142858%,Uranus,9,Applying,Positive,Moon
3,2019-01-04,09:00:00,0.5%,0.5%,Mercury,6,Applying,Positive,Moon
3,2019-01-04,09:00:00,0.5%,0.5%,Jupiter,9,Seperating,Negative,Moon
3,2019-02-02,08:55:00,0.4375%,0.5625%,Pluto,8,Applying,Positive,Moon
3,2019-02-26,09:10:00,0.75%,0.25%,Ceres,5,Applying,Positive,Moon
3,2019-04-02,09:02:00,0.5%,0.5%,Mercury,10,Applying,Positive,Moon
2,2019-04-22,10:15:00,1%,0%,Ceres,6,Applying,Positive,Moon
2,2019-04-25,10:30:00,0%,1%,Saturn,5,Applying,Positive,Moon
2,2019-04-25,10:30:00,0%,1%,Pluto,7,Applying,Positive,Moon
2,2019-05-07,17:15:00,0.375%,0.625%,Mars,6,Applying,Positive,Moon
2,2019-06-25,10:00:00,0%,1%,Chiron,5,Applying,Positive,Moon
2,2019-06-27,12:00:00,0.3125%,0.6875%,Uranus,9,Applying,Positive,Moon
2,2019-07-01,14:05:00,0.9375%,0.0625%,Venus,7,Applying,Positive,Moon
1,2019-05-07,10:15:00,1%,0%,Mars,10,Applying,Positive,Moon
1,2019-06-25,09:15:00,0.25%,1.75%,Chiron,5,Applying,Positive,Moon
1,2019-06-25,09:15:00,0.25%,1.75%,Neptune,10,Seperating,Positive,Moon
1,2019-06-27,14:20:00,0.4375%,0.5625%,Uranus,8,Applying,Positive,Moon
1,2019-07-01,11:05:00,0.625%,0.375%,Venus,8,Applying,Positive,Moon
3,2019-04-22,08:45:00,0.125%,0.875%,Ceres,7,Applying,Positive,Moon
3,2019-04-25,09:00:00,0.5%,0.5%,Saturn,5,Applying,Positive,Moon
3,2019-04-25,09:00:00,0.5%,0.5%,Pluto,8,Applying,Positive,Moon
3,2019-05-07,09:40:00,1%,0%,Mars,10,Applying,Positive,Moon
3,2019-06-25,09:15:00,1%,0%,Chiron,5,Applying,Positive,Moon
3,2019-06-27,14:20:00,0%,1%,Uranus,9,Applying,Positive,Moon
3,2019-07-01,11:05:00,1%,0%,Venus,8,Applying,Positive,Moon
4,2019-04-22,09:25:00,0.6666666666666666%,0.3333333333333333%,Ceres,7,Applying,Positive,Moon
4,2019-04-25,10:05:00,0%,1%,Saturn,5,Applying,Positive,Moon
4,2019-04-25,10:05:00,0%,1%,Pluto,7,Applying,Positive,Moon
4,2019-05-07,11:50:00,1%,0%,Mars,9,Applying,Positive,Moon
4,2019-06-27,12:00:00,0%,1%,Uranus,9,Applying,Positive,Moon
4,2019-07-01,14:05:00,0.25%,0.75%,Venus,7,Applying,Positive,Moon
3,2019-08-12,09:35:00,1%,0%,Pluto,9,Applying,Positive,Moon
3,2019-08-17,13:30:00,1%,0%,Neptune,4,Applying,Positive,Moon
3,2019-08-21,10:45:00,1%,0%,Uranus,6,Applying,Positive,Moon
3,2019-08-29,17:45:00,1%,0%,Mercury,8,Applying,Positive,Moon
3,2019-09-13,14:30:00,1%,0%,Neptune,6,Applying,Positive,Moon
3,2019-09-17,09:00:00,1%,0%,Uranus,9,Applying,Positive,Moon
3,2019-09-28,09:15:00,0.6428571428571429%,0.35714285714285715%,Sun,9,Applying,Positive,Moon
3,2019-10-03,11:25:00,0.625%,0.375%,Ceres,4,Applying,Positive,Moon
3,2019-10-03,11:25:00,0.625%,0.375%,Jupiter,8,Applying,Positive,Moon
3,2019-10-05,13:07:00,1%,0%,Saturn,7,Applying,Positive,Moon
2,2019-08-17,13:30:00,0.2%,0.8%,Neptune,4,Applying,Positive,Moon
2,2019-08-21,10:45:00,1.1875%,0.0625%,Uranus,6,Applying,Positive,Moon
2,2019-08-29,17:45:00,0.9375%,0.0625%,Mercury,8,Applying,Positive,Moon
2,2019-09-13,14:30:00,0.4166666666666667%,0.5833333333333334%,Neptune,6,Applying,Positive,Moon
2,2019-09-17,09:00:00,0.875%,0.125%,Uranus,9,Applying,Positive,Moon
2,2019-09-28,09:15:00,0.5833333333333334%,0.4166666666666667%,Sun,9,Applying,Positive,Moon
2,2019-10-03,11:25:00,0.125%,0.875%,Ceres,4,Applying,Positive,Moon
2,2019-10-03,11:25:00,0.125%,0.875%,Jupiter,8,Applying,Positive,Moon
2,2019-10-05,13:07:00,0.4166666666666667%,0.4166666666666667%,Saturn,7,Applying,Positive,Moon
2,2019-10-10,16:10:00,0.5833333333333334%,0.4166666666666667%,Neptune,7,Applying,Positive,Moon
2,2019-10-26,10:30:00,0.75%,0.25%,Mars,9,Applying,Positive,Moon
2,2019-11-26,11:40:00,0.7857142857142857%,0.21428571428571427%,Sun,5,Applying,Positive,Moon
3,2019-10-10,16:10:00,0.5%,0.5%,Neptune,7,Applying,Positive,Moon
3,2019-10-26,10:30:00,1%,0%,Mars,9,Applying,Positive,Moon
4,2019-08-12,13:55:00,1%,0%,Pluto,7,Applying,Positive,Moon
4,2019-08-17,09:20:00,1%,0%,Neptune,6,Applying,Positive,Moon
4,2020-08-21,12:15:00,1%,0%,Uranus,5,Applying,Positive,Moon
4,2019-08-29,17:35:00,0%,1%,Mercury,8,Applying,Positive,Moon
4,2019-09-13,15:00:00,0.5%,0.5%,Neptune,5,Applying,Positive,Moon
4,2019-09-17,14:30:00,0.75%,0.25%,Uranus,7,Applying,Positive,Moon
4,2019-10-03,16:20:00,0.75%,0.25%,Jupiter,5,Applying,Positive,Moon
4,2019-10-05,12:45:00,1%,0%,Saturn,7,Applying,Positive,Moon
1,2019-08-12,09:35:00,0.3%,0.7%,Pluto,9,Applying,Positive,Moon
1,2019-08-17,09:20:00,0.875%,0.125%,Neptune,6,Applying,Positive,Moon
1,2019-08-21,12:15:00,0.8333333333333334%,0.16666666666666666%,Uranus,5,Applying,Positive,Moon
1,2019-08-29,17:35:00,0%,1%,Mercury,8,Applying,Positive,Moon
1,2019-09-13,15:00:00,0.8333333333333334%,0.16666666666666666%,Neptune,5,Applying,Positive,Moon
1,2019-09-28,09:45:00,0.375%,0.625%,Sun,8,Applying,Positive,Moon
1,2019-10-03,16:20:00,1%,0%,Jupiter,5,Applying,Positive,Moon
1,2019-10-05,12:45:00,0.75%,0.25%,Saturn,7,Applying,Positive,Moon
1,2019-10-10,15:55:00,0.125%,0.875%,Neptune,7,Applying,Positive,Moon
1,2019-10-26,10:10:00,0.6428571428571429%,0.35714285714285715%,Mars,9,Applying,Positive,Moon
1,2019-10-29,12:45:00,1%,0%,Venus,4,Applying,Positive,Moon
1,2019-10-29,12:45:00,1%,0%,Mercury,6,Applying,Positive,Moon
1,2019-10-31,09:55:00,0.7142857142857143%,0.2857142857142857%,Jupiter,5,Applying,Positive,Moon
1,2019-10-31,09:55:00,0.7142857142857143%,0.2857142857142857%,Ceres,6,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Venus,5,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Venus,5,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Ceres,6,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Ceres,6,Applying,Positive,Moon
2,2019-12-25,11:15:00,1%,0%,Sun,10,Applying,Positive,Moon
2,2019-12-31,16:25:00,1%,0%,Neptune,6,Applying,Positive,Moon
2,2019-01-04,19:00:00,0.7916666666666666%,0.20833333333333334%,Uranus,4,Applying,Positive,Moon
2,2020-01-22,10:40:00,0.6875%,0.3125%,Jupiter,10,Applying,Positive,Moon
3,2019-10-29,13:05:00,1%,0%,Mercury,6,Applying,Positive,Moon
3,2019-10-29,13:05:00,1%,0%,Venus,4,Applying,Positive,Moon
3,2019-10-31,14:50:00,1%,0%,Ceres,4,Applying,Positive,Moon
3,2019-11-26,11:40:00,1%,0%,Sun,5,Applying,Positive,Moon
3,2019-11-28,14:40:00,0.75%,0.25%,Venus,5,Applying,Positive,Moon
3,2019-12-31,16:25:00,0.25%,0.75%,Neptune,6,Applying,Positive,Moon
3,2020-01-04,19:00:00,1%,0%,Uranus,4,Applying,Positive,Moon
3,2020-01-20,08:15:00,1%,0%,Mars,9,Applying,Positive,Moon
3,2020-01-22,10:40:00,1%,0%,Jupiter,10,Applying,Positive,Moon
4,2019-10-29,12:45:00,1%,0%,Venus,4,Applying,Positive,Moon
4,2019-10-29,12:45:00,1%,0%,Mercury,6,Applying,Positive,Moon
4,2019-10-31,09:55:00,0%,1%,Jupiter,5,Applying,Positive,Moon
4,2019-10-31,09:55:00,0%,1%,Ceres,6,Applying,Positive,Moon
4,2019-11-26,11:25:00,1%,0%,Sun,5,Applying,Positive,Moon
4,2019-12-25,10:55:00,0.5%,0.5%,Sun,10,Applying,Positive,Moon
4,2019-12-31,16:05:00,0%,1%,Neptune,7,Applying,Positive,Moon
4,2020-01-04,19:00:00,0.5%,0.5%,Uranus,4,Applying,Positive,Moon
4,2020-01-20,20:25:00,0.5%,0.5%,Mars,4,Applying,Positive,Moon
4,2020-01-22,10:20:00,1%,0%,Jupiter,10,Applying,Positive,Moon
1,2019-11-26,11:25:00,0.625%,0.375%,Sun,5,Applying,Positive,Moon
1,2019-11-28,14:15:00,1%,0%,Venus,5,Applying,Positive,Moon
1,2019-11-28,14:15:00,1%,0%,Ceres,7,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Venus,5,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Venus,5,Applying,Positive,Moon
2,2019-11-28,13:05:00,1%,0%,Ceres,7,Applying,Positive,Moon
2,2019-11-28,14:40:00,0%,1%,Ceres,7,Applying,Positive,Moon
1,2019-12-23,08:50:00,0.8333333333333334%,0.16666666666666666%,Mars,6,Applying,Positive,Moon
1,2019-12-31,16:05:00,0.5%,0.5%,Neptune,7,Applying,Positive,Moon
1,2020-01-04,19:00:00,0%,1%,Uranus,4,Applying,Positive,Moon
1,2020-01-20,08:25:00,1%,0%,Mars,9,Applying,Positive,Moon
1,2020-01-22,10:20:00,0.5%,0.5%,Jupiter,10,Applying,Positive,Moon
1,2020-03-18,12:50:00,0.6666666666666666%,0.3333333333333333%,Pluto,4,Applying,Positive,Moon
4,2020-03-18,12:50:00,0.125%,0.875%,Pluto,4,Applying,Positive,Moon
3,2020-03-18,12:50:00,1%,0%,Pluto,4,Applying,Positive,Moon
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,Jupiter,4,Applying,Positive,Moon
2,2020-03-18,07:35:00,0.8333333333333334%,0.16666666666666666%,Pluto,6,Applying,Positive,Moon
3,2020-03-20,09:20:00,1%,0%,Ceres,5,Applying,Positive,Moon
1,2020-03-20,09:20:00,1%,0%,Ceres,5,Applying,Positive,Moon
2,2020-03-20,09:00:00,1%,0%,Ceres,5,Applying,Positive,Moon
4,2020-03-20,09:00:00,0.5%,0.5%,Ceres,5,Applying,Positive,Moon
1,2020-04-14,11:25:00,0%,1%,Pluto,8,Applying,Positive,Moon
1,2020-04-14,11:25:00,0%,1%,Jupiter,9,Applying,Positive,Moon
3,2020-04-14,11:25:00,0%,1%,Pluto,8,Applying,Positive,Moon
3,2020-04-14,11:25:00,0%,1%,Jupiter,9,Applying,Positive,Moon
4,2020-04-14,11:25:00,0.5%,0.5%,Pluto,8,Applying,Positive,Moon
4,2020-04-14,11:25:00,0.5%,0.5%,Jupiter,9,Applying,Positive,Moon
2,2020-04-14,11:25:00,0%,1%,Pluto,8,Applying,Positive,Moon
2,2020-04-14,11:25:00,0%,1%,Jupiter,9,Applying,Positive,Moon
3,2020-05-12,09:45:00,1%,0%,Saturn,8,Applying,Positive,Moon
1,2020-05-12,09:45:00,0.08333333333333333%,0.9166666666666666%,Saturn,8,Applying,Positive,Moon
2,2020-05-12,09:45:00,0.8333333333333334%,0.16666666666666666%,Saturn,8,Applying,Positive,Moon
4,2020-05-12,09:45:00,0.25%,0.75%,Saturn,8,Applying,Positive,Moon
3,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
1,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
4,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
2,2020-05-15,06:35:00,1%,0%,Ceres,6,Applying,Positive,Moon
1,2020-05-20,10:25:00,1%,0%,Uranus,6,Applying,Positive,Moon
2,2020-05-20,10:25:00,0.8333333333333334%,0.16666666666666666%,Uranus,6,Applying,Positive,Moon
4,2020-05-20,10:25:00,1%,0%,Uranus,6,Applying,Positive,Moon
3,2020-05-20,10:25:00,1%,0%,Uranus,6,Applying,Positive,Moon
3,2020-05-22,09:25:00,1%,0%,Sun,6,Applying,Positive,Moon
4,2020-05-22,09:25:00,1%,0%,Sun,6,Applying,Positive,Moon
2,2020-05-22,09:25:00,0.8333333333333334%,0.16666666666666666%,Sun,6,Applying,Positive,Moon
1,2020-05-22,09:25:00,0.8333333333333334%,0.16666666666666666%,Sun,6,Applying,Positive,Moon
4,2020-06-08,07:55:00,0.5%,0.5%,Jupiter,9,Applying,Positive,Moon
4,2020-06-08,07:55:00,0.5%,0.5%,Pluto,7,Applying,Positive,Moon
1,2020-06-08,07:55:00,0.5833333333333334%,0.4166666666666667%,Jupiter,7,Applying,Positive,Moon
1,2020-06-08,07:55:00,0.5833333333333334%,0.4166666666666667%,Pluto,9,Applying,Positive,Moon
2,2020-06-08,07:55:00,1%,0%,Jupiter,9,Applying,Positive,Moon
2,2020-06-08,07:55:00,1%,0%,Pluto,7,Applying,Positive,Moon
3,2020-06-08,07:55:00,1%,0%,Jupiter,9,Applying,Positive,Moon
3,2020-06-08,07:55:00,1%,0%,Pluto,7,Applying,Positive,Moon
2,2020-06-12,11:00:00,0.75%,0.25%,Mars,10,Applying,Positive,Moon
2,2020-06-12,11:00:00,0.75%,0.25%,Neptune,10,Applying,Positive,Moon
4,2020-06-12,11:00:00,0.875%,0.125%,Mars,10,Applying,Positive,Moon
4,2020-06-12,11:00:00,0.875%,0.125%,Neptune,10,Applying,Positive,Moon
3,2020-06-12,11:00:00,1%,0%,Mars,10,Applying,Positive,Moon
3,2020-06-12,11:00:00,1%,0%,Neptune,10,Applying,Positive,Moon
1,2020-06-12,11:00:00,0.9166666666666666%,0.08333333333333333%,Mars,10,Applying,Positive,Moon
1,2020-06-12,11:00:00,0.9166666666666666%,0.08333333333333333%,Neptune,10,Applying,Positive,Moon
3,2020-07-14,07:00:00,0%,1%,Uranus,6,Applying,Positive,Moon
2,2020-07-14,07:00:00,0%,1%,Uranus,6,Applying,Positive,Moon
1,2020-07-14,07:00:00,1%,0%,Uranus,6,Applying,Positive,Moon
4,2020-07-14,07:00:00,1%,0%,Uranus,6,Applying,Positive,Moon
1,2020-07-20,12:05:00,1%,0%,Sun,6,Applying,Positive,Moon
2,2020-07-20,12:05:00,0.6666666666666666%,0.3333333333333333%,Sun,6,Applying,Positive,Moon
3,2020-07-20,12:05:00,1%,0%,Sun,6,Applying,Positive,Moon
4,2020-07-20,12:05:00,1%,0%,Sun,6,Applying,Positive,Moon
1,2020-08-01,10:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
1,2020-08-01,10:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
1,2020-08-01,10:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
2,2020-08-01,22:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
2,2020-08-01,22:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
2,2020-08-01,22:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
3,2020-08-01,10:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
3,2020-08-01,10:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
3,2020-08-01,10:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
4,2020-08-01,10:40:00,1%,0%,Jupiter,4,Applying,Positive,Moon
4,2020-08-01,10:40:00,1%,0%,Pluto,7,Applying,Positive,Moon
4,2020-08-01,10:40:00,1%,0%,Saturn,10,Applying,Positive,Moon
1,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,Neptune,10,Applying,Positive,Moon
2,2020-08-06,01:40:00,0.16666666666666666%,0.8333333333333334%,Neptune,10,Applying,Positive,Moon
3,2020-08-06,01:40:00,0%,1%,Neptune,10,Applying,Positive,Moon
4,2020-08-06,01:40:00,0%,1%,Neptune,10,Applying,Positive,Moon
